workerid	rt	trial_type	actual_utterance	name	object_level	gender	num_objects	object	effect	actual_cause	quantifier	actual_effect_question	cause	response	other_gender	slide_number_in_experiment	language	enjoyment	gender	age	comments	asses	education	OS	screenH	screenW	Browser	hitid	hittypeid	title	description	keywords	reward	creationtime	assignments	numavailable	numpending	numcomplete	hitstatus	reviewstatus	annotation	assignmentduration	autoapprovaldelay	hitlifetime	viewhit	assignmentid	workerid	assignmentstatus	autoapprovaltime	assignmentaccepttime	assignmentsubmittime	assignmentapprovaltime	assignmentrejecttime	deadline	feedback	reject	Answer.catch_trials	Answer.condition	Answer.time_in_minutes
0	8539	cause_effect_prior	"All of the hats blew away."	Donald	object_mid	M	15	hats	blew away	Donald left  15 hats  on a table on a windy day.	All	How many hats blew away?	left __ on a table on a windy day	15	F	3	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	4407	cause_effect_prior	"Some of the block towers fell down."	Angela	object_mid	F	15	block towers	fell down	Angela punched  15 block towers.	Some	How many block towers fell down?	punched __	4	M	4	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	13127	cause_effect_prior	"Typical."	Jonathan	object_low	M	15	lawyers	laughed	Jonathan told a joke to  15 lawyers.	short_filler	How many lawyers laughed?	told a joke to __	0	M	5	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	7532	cause_effect_prior	"Some of the new cars beeped."	Jason	object_high	M	15	new cars	beeped	Jason left the lights on in  15 new cars.	Some	How many new cars beeped?	left the lights on in __	6	F	6	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	5795	cause_effect_prior	"All of the baseballs stuck to the wall."	Timothy	object_low	M	15	baseballs	stuck to the wall	Timothy threw  15 baseballs  against a wall.	All	How many baseballs stuck to the wall?	threw __ against a wall	15	F	7	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	10756	cause_effect_prior	"As usual."	Gregory	object_low	M	15	balloons	sank	Gregory threw  15 balloons  into a pool.	short_filler	How many balloons sank?	threw __ into a pool	0	M	8	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	10209	cause_effect_prior	"Nothing out of the ordinary."	Jeffrey	object_mid	M	15	pinecones	decomposed	Jeffrey put  15 pinecones  in a compost pile for a month.	short_filler	How many pinecones decomposed?	put __ in a compost pile for a month	8	F	9	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	3568	cause_effect_prior	"All of the notebooks landed flat."	Thomas	object_low	M	15	notebooks	landed flat	Thomas tossed  15 notebooks.	All	How many notebooks landed flat?	tossed __	15	F	10	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	3543	cause_effect_prior	"Nothing surprising there."	Melissa	object_high	F	15	birds	ate the seeds	Melissa left seeds out for  15 birds.	short_filler	How many birds ate the seeds?	left seeds out for __	13	F	11	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
0	3689	cause_effect_prior	"Pretty normal."	Mary	object_low	F	15	rocks	burnt	Mary threw  15 rocks  into a fire.	short_filler	How many rocks burnt?	threw __ into a fire	0	F	12	english	2	Male	37		Yes	1	Windows	1080	1920	Firefox	39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	3SGAN4GQ95K0P4G38YLPDR0UE2FDX3	Language study	A 10-minute experiment where you answer some questions about events	language experiment study communication stanford fun cognitive science	$0.70	Wed Jan 14 12:30:05 PST 2015	120	0	0	0	Reviewable	NotReviewed	1 condition	2400	259200	Sat Jan 17 12:30:05 PST 2015	https://requester.mturk.com/mturk/manageHIT?HITId=39O6Z4JLX1W2UU766RG2ZXD9P4OVXI	37TRT2X24QQPCG25A8F3VW77W46JB1	0	Submitted	Sat Jan 17 12:34:24 PST 2015	Wed Jan 14 12:31:28 PST 2015	Wed Jan 14 12:34:24 PST 2015						[]	{}	2.8860333333333332
